MODO;EMPRESA;LINEA;PERIODO;ACTUALIZACION
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201301;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201302;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201303;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201304;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201305;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201306;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201307;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201308;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201309;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201310;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201311;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201312;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201401;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201402;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201403;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201404;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201405;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201406;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201407;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201408;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201409;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201410;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201411;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201412;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201501;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201502;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201503;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201504;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201505;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201506;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201507;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201508;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201509;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201510;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201511;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201512;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201601;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201602;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201603;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201604;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201605;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201606;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201607;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201608;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201609;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201610;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201611;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201612;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201701;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201702;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201703;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201704;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201705;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201706;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201707;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201708;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201709;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201710;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201711;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201712;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201801;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201802;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201803;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201804;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201805;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201806;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201807;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201808;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201809;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201810;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201811;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201812;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201901;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201902;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201903;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201904;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201905;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 26;201906;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 847;201407;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 847;201410;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 847;201411;201907
COLECTIVO;17 DE AGOSTO S.A.;LINEA 847;201412;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201301;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201302;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201303;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201304;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201305;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201306;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201307;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201308;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201309;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201310;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201311;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201312;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201401;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201402;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201403;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201404;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201405;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201406;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201407;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201408;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201409;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201410;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201411;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201412;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201501;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201502;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201503;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201504;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201505;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201506;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201507;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201508;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201509;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201510;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201511;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201512;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201601;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201602;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201603;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201604;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201605;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201606;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201607;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201608;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201609;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201610;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201611;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201612;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201701;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201702;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201703;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201704;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201705;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201706;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201707;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201708;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201709;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201710;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201711;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201712;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201801;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201802;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201803;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201804;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201805;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201806;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201807;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201808;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201809;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201810;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201811;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201812;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201901;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201902;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201903;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201904;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201905;201907
COLECTIVO;4 DE SEPTIEMBRE S.A.T.C.P.;LINEA 37;201906;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201301;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201302;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201303;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201304;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201305;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201306;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201307;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201308;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201309;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201310;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201311;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201312;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201401;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201402;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201403;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201404;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201405;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201406;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201407;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201408;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201409;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201410;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201411;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201412;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201501;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201502;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201503;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201504;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201505;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201506;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201507;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201508;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201509;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201510;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201511;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201512;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201601;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201602;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201603;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201604;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201605;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201606;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201607;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201608;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201609;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201610;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201611;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201612;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201701;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201702;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201703;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201704;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201705;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201706;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201707;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201708;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201709;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201710;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201711;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201712;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201801;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201802;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201803;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201804;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201805;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201806;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201807;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201808;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201809;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201810;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201811;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201812;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201901;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201902;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201903;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201904;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201905;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 218;201906;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201301;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201302;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201303;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201304;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201305;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201306;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201307;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201308;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201309;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201310;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201311;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201312;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201401;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201402;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201403;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201404;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201405;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201406;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201407;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201408;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201409;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201410;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201411;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201412;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201501;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201502;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201503;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201504;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201505;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201506;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201507;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201508;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201509;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201510;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201511;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201512;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201601;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201602;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201603;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201604;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201605;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201606;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201607;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201608;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201609;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201610;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201611;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201612;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201701;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201702;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201703;201907
COLECTIVO;ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I;LINEA 284;201704;201907
